text,sentiment,clean_text
@united this is not what captain said! Your 820pm flight to San Francisco is delayed due to weather. UA1416 now departs ....#failagain,negative,this is not what captain said  your 820pm flight to san francisco is delayed due to weather  ua1416 now departs      failagain
"@united It wasn't full, I had plenty of time to go to the gate and check, plus with my status I should have gotten on!?!",negative,it wasn t full  i had plenty of time to go to the gate and check  plus with my status i should have gotten on   
@JetBlue BEST SEAT ON A E190 to board early. READY. SET. GO!,positive,best seat on a e190 to board early  ready  set  go 
@USAirways Nick on flight 742 was awesome. Please reward him in some way!!! He has kept us smiling on a bad day of travel. #customerservice,positive,nick on flight 742 was awesome  please reward him in some way    he has kept us smiling on a bad day of travel   customerservice
"@united love how you don't give a shit about people who tried to be loyal, but you screw them every way till Sunday. Glad I've stayed away",negative,love how you don t give a shit about people who tried to be loyal  but you screw them every way till sunday  glad i ve stayed away
@USAirways thanks is there a beareavement discount anymore or not should I just book online,neutral,thanks is there a beareavement discount anymore or not should i just book online
@SouthwestAir it took ages for one snapchat story to load. one. ONE. I will demolish you,negative,it took ages for one snapchat story to load  one  one  i will demolish you
@JetBlue I want to give a warm thanks to your crew at Logan airport for still getting me to the DC area after Cancelled Flightlations this morning!,positive,i want to give a warm thanks to your crew at logan airport for still getting me to the dc area after cancelled flightlations this morning 
@SouthwestAir frustrating indeed especially when no one knows what the issue is....,negative,frustrating indeed especially when no one knows what the issue is    
"@USAirways @AmericanAir have been trying to call customer service since 9pm. After an hour, was disconnected. Spoke to no one",negative,have been trying to call customer service since 9pm  after an hour  was disconnected  spoke to no one
@SouthwestAir Where should I fly by May 3rd? Plz advise.,neutral,where should i fly by may 3rd  plz advise 
"@AmericanAir we are waiting flight 919 !
We are at JFK for about 24h !! #NewYork #919 #viracopos #AmericanAirlines http://t.co/3FheS0lPMU",negative,we are waiting flight 919   we are at jfk for about 24h     newyork  919  viracopos  americanairlines
@SouthwestAir ridiculous how you want to charge me $209 to change flights even with multiple seats available on the flight I needed,negative,ridiculous how you want to charge me  209 to change flights even with multiple seats available on the flight i needed
@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE,negative,2nd flight in two weeks that you have lost my bag  taking my 1k status to  neveragain  worstcustomerservice
@AmericanAir how are the runways at DFW? Will you be flying Late Flightr today? Thanks.,neutral,how are the runways at dfw  will you be flying late flightr today  thanks 
@united Thanks - it's very helpful to understand that the reduced price seats that are sold at check-in have priority over the certificates.,positive,thanks   it s very helpful to understand that the reduced price seats that are sold at check in have priority over the certificates 
"@AmericanAir said that AA does not provide in-flight wifi on the routes to China based on some federal laws, but United does, why is that?",negative,said that aa does not provide in flight wifi on the routes to china based on some federal laws  but united does  why is that 
First base already? I like your style @JetBlue,positive,first base already  i like your style
@SouthwestAir has the WORST customer service of any airline I've ever flown.,negative,has the worst customer service of any airline i ve ever flown 
@SouthwestAir Thank you. Great tool,positive,thank you  great tool
"@SouthwestAir Disappointed in the FAA ""regulation"" you have 2 furnish proof of age 4 toddler. Thx for the unnecessary headache. #flyUnited",negative,disappointed in the faa  regulation  you have 2 furnish proof of age 4 toddler  thx for the unnecessary headache   flyunited
@united worked out after all. Thanks for your immediate reply!!,positive,worked out after all  thanks for your immediate reply  
@SouthwestAir no one has answers...no one can help. There is always a different story to why my and my fiancee' can't be helped.,negative,no one has answers   no one can help  there is always a different story to why my and my fiancee  can t be helped 
"@USAirways Your customer service is  non-existent/ terrible. Dozens waiting for bags not placed on our flight, no staff anywhere #neveragain",negative,your customer service is non existent  terrible  dozens waiting for bags not placed on our flight  no staff anywhere  neveragain
"@united Will do, cheers",neutral,will do  cheers
@AmericanAir can you tell me why all flights from XNA 2 DFW are Cancelled Flightled for tomorrow morning already?,negative,can you tell me why all flights from xna 2 dfw are cancelled flightled for tomorrow morning already 
"@SouthwestAir I understand. But it's consistent, and been consistent for years. It's known around the country.",negative,i understand  but it s consistent  and been consistent for years  it s known around the country 
@JetBlue well lucky I only fly JB..I guess I would be even more squished on any other airline 😞,positive,well lucky i only fly jb  i guess i would be even more squished on any other airline  
"@AmericanAir has the worst flights and customer service, this is the second time I've been Cancelled Flighted. Gotta pay for hotel and find rides now.",negative,has the worst flights and customer service  this is the second time i ve been cancelled flighted  gotta pay for hotel and find rides now 
@USAirways is there gonna be a better day to call? I've called on 3 separate occasions the past couple of weeks and never get to a person.,negative,is there gonna be a better day to call  i ve called on 3 separate occasions the past couple of weeks and never get to a person 
@JetBlue Any option for luggage assistance on the ground at HPN? Flight 2168 delayed 2+ hours &amp; we will have 2 sleeping kids when we land,negative,any option for luggage assistance on the ground at hpn  flight 2168 delayed 2  hours  amp  we will have 2 sleeping kids when we land
@united bad customer service  to NYC a few weeks ago. Thinking of moving on,negative,bad customer service to nyc a few weeks ago  thinking of moving on
